Date,MaxTemp,MinTemp,AvgTemp,Departure,HDD,CDD,Precipitation,NewSnow,SnowDepth
2023-12-17,57,42,49.5,11.3,15,0,2.14,0.0,0
2023-12-18,57,37,47.0,9.1,18,0,0.68,0.0,0
2023-12-19,43,26,34.5,-3.2,30,0,0.00,0.0,0
2023-12-20,49,23,36.0,-1.5,29,0,0.00,0.0,0
2023-12-21,49,29,39.0,1.7,26,0,0.00,0.0,0
2023-12-22,46,35,40.5,3.4,24,0,0.00,0.0,0
2023-12-23,50,36,43.0,6.1,22,0,0.00,0.0,0
2023-12-24,51,37,44.0,7.2,21,0,0.02,0.0,0
2023-12-25,57,42,49.5,12.9,15,0,0.00,0.0,0
2023-12-26,48,44,46.0,9.6,19,0,0.04,0.0,0
2023-12-27,54,46,50.0,13.8,15,0,1.62,0.0,0
2023-12-28,59,45,52.0,15.9,13,0,0.00,0.0,0
2023-12-29,55,44,49.5,13.6,15,0,T,0.0,0
2023-12-30,49,38,43.5,7.8,21,0,0.00,0.0,0
2023-12-31,51,41,46.0,10.4,19,0,T,0.0,0
2024-01-01,45,37,41.0,5.6,24,0,0.03,0.0,0
2024-01-02,45,32,38.5,3.2,26,0,0.00,0.0,0
2024-01-03,48,27,37.5,2.3,27,0,0.00,0.0,0
2024-01-04,45,30,37.5,2.5,27,0,0.00,0.0,0
2024-01-05,42,22,32.0,-2.9,33,0,0.00,0.0,0
2024-01-06,39,26,32.5,-2.3,32,0,1.20,T,0
2024-01-07,51,35,43.0,8.3,22,0,0.00,0.0,0
2024-01-08,50,29,39.5,4.9,25,0,0.00,0.0,0
2024-01-09,59,33,46.0,11.5,19,0,2.62,0.0,0
2024-01-10,59,42,50.5,16.1,14,0,T,0.0,0
2024-01-11,52,30,41.0,6.7,24,0,0.00,0.0,0
2024-01-12,56,28,42.0,7.8,23,0,0.40,0.0,0
2024-01-13,56,34,45.0,10.9,20,0,0.08,0.0,0
2024-01-14,46,28,37.0,2.9,28,0,T,T,0
2024-01-15,30,24,27.0,-7.0,38,0,0.36,4.1,T
2024-01-16,31,16,23.5,-10.5,41,0,0.12,0.8,5
2024-01-17,28,12,20.0,-13.9,45,0,0.00,0.0,3
2024-01-18,35,13,24.0,-9.9,41,0,0.00,0.0,3
2024-01-19,33,22,27.5,-6.4,37,0,0.38,4.2,5
2024-01-20,27,17,22.0,-11.9,43,0,0.00,0.0,6
2024-01-21,33,18,25.5,-8.4,39,0,0.00,0.0,2
2024-01-22,39,14,26.5,-7.4,38,0,0.00,0.0,2
2024-01-23,46,23,34.5,0.6,30,0,0.00,0.0,2
2024-01-24,45,36,40.5,6.6,24,0,0.01,0.0,0
2024-01-25,62,44,53.0,19.1,12,0,0.20,0.0,0
2024-01-26,78,48,63.0,29.0,2,0,0.03,0.0,0
2024-01-27,60,40,50.0,16.0,15,0,0.05,0.0,0
2024-01-28,46,42,44.0,9.9,21,0,1.29,0.0,0
2024-01-29,47,41,44.0,9.8,21,0,0.00,0.0,0
2024-01-30,42,37,39.5,5.3,25,0,0.00,0.0,0
2024-01-31,44,32,38.0,3.7,27,0,T,0.0,0
2024-02-01,55,28,41.5,7.1,23,0,0.00,0.0,0
2024-02-02,50,41,45.5,11.0,19,0,0.02,0.0,0
2024-02-03,51,32,41.5,6.9,23,0,0.00,0.0,0
2024-02-04,55,27,41.0,6.3,24,0,0.00,0.0,0
2024-02-05,49,27,38.0,3.1,27,0,0.00,0.0,0
2024-02-06,45,28,36.5,1.5,28,0,0.00,0.0,0
2024-02-07,52,24,38.0,2.9,27,0,0.00,0.0,0
2024-02-08,56,28,42.0,6.7,23,0,0.00,0.0,0
2024-02-09,62,38,50.0,14.5,15,0,0.00,0.0,0
2024-02-10,65,38,51.5,15.9,13,0,0.00,0.0,0
2024-02-11,58,47,52.5,16.7,12,0,0.05,0.0,0
2024-02-12,49,42,45.5,9.5,19,0,0.10,0.0,0
2024-02-13,47,34,40.5,4.3,24,0,0.89,T,0
2024-02-14,44,27,35.5,-0.9,29,0,0.00,0.0,0
2024-02-15,46,23,34.5,-2.1,30,0,T,0.0,0
2024-02-16,48,31,39.5,2.7,25,0,0.00,0.0,0
2024-02-17,40,25,32.5,-4.5,32,0,0.26,2.2,2
2024-02-18,48,23,35.5,-1.7,29,0,0.00,0.0,0
2024-02-19,48,24,36.0,-1.4,29,0,0.00,0.0,0
2024-02-20,47,27,37.0,-0.6,28,0,0.00,0.0,0
2024-02-21,46,24,35.0,-2.9,30,0,0.00,0.0,0
2024-02-22,46,26,36.0,-2.1,29,0,0.22,0.0,0
2024-02-23,50,38,44.0,5.7,21,0,0.01,0.0,0
2024-02-24,51,30,40.5,1.9,24,0,0.01,0.0,0
2024-02-25,47,21,34.0,-4.8,31,0,0.00,0.0,0
2024-02-26,62,30,46.0,6.9,19,0,T,0.0,0
2024-02-27,66,36,51.0,11.7,14,0,T,0.0,0
2024-02-28,66,40,53.0,13.4,12,0,0.28,0.0,0
2024-02-29,48,30,39.0,-0.7,26,0,0.00,0.0,0
2024-03-01,50,26,38.0,-1.9,27,0,0.03,0.0,0
2024-03-02,56,40,48.0,7.9,17,0,1.02,0.0,0
2024-03-03,68,36,52.0,11.6,13,0,0.00,0.0,0
2024-03-04,67,47,57.0,16.3,8,0,T,0.0,0
2024-03-05,55,46,50.5,9.6,14,0,0.49,0.0,0
2024-03-06,53,45,49.0,7.8,16,0,0.35,0.0,0
2024-03-07,64,49,56.5,15.0,8,0,0.03,0.0,0
2024-03-08,56,43,49.5,7.7,15,0,0.00,0.0,0
2024-03-09,51,42,46.5,4.4,18,0,1.08,0.0,0
2024-03-10,49,35,42.0,-0.4,23,0,0.01,T,0
2024-03-11,56,37,46.5,3.8,18,0,0.00,0.0,0
2024-03-12,73,44,58.5,15.5,6,0,0.00,0.0,0
2024-03-13,74,40,57.0,13.7,8,0,0.00,0.0,0
2024-03-14,80,44,62.0,18.4,3,0,0.00,0.0,0
2024-03-15,75,53,64.0,20.1,1,0,0.01,0.0,0
2024-03-16,64,41,52.5,8.3,12,0,0.00,0.0,0
2024-03-17,70,48,59.0,14.5,6,0,0.00,0.0,0
2024-03-18,52,35,43.5,-1.3,21,0,0.00,0.0,0
2024-03-19,52,32,42.0,-3.2,23,0,0.00,0.0,0
2024-03-20,68,37,52.5,7.0,12,0,0.00,0.0,0
2024-03-21,49,28,38.5,-7.3,26,0,0.00,0.0,0
2024-03-22,49,29,39.0,-7.2,26,0,T,0.0,0
2024-03-23,56,34,45.0,-1.5,20,0,1.53,0.0,0
2024-03-24,51,28,39.5,-7.4,25,0,0.00,0.0,0
2024-03-25,53,31,42.0,-5.2,23,0,0.00,0.0,0
2024-03-26,56,32,44.0,-3.6,21,0,0.00,0.0,0
2024-03-27,48,44,46.0,-1.9,19,0,0.82,0.0,0
2024-03-28,53,42,47.5,-0.8,17,0,0.09,0.0,0
2024-03-29,62,34,48.0,-0.6,17,0,0.00,0.0,0
2024-03-30,63,34,48.5,-0.5,16,0,0.08,0.0,0
2024-03-31,69,43,56.0,6.6,9,0,0.00,0.0,0
2024-04-01,54,50,52.0,2.3,13,0,0.71,0.0,0
2024-04-02,50,47,48.5,-1.6,16,0,0.94,0.0,0
2024-04-03,50,44,47.0,-3.5,18,0,1.21,0.0,0
2024-04-04,54,35,44.5,-6.4,20,0,0.02,0.0,0
2024-04-05,54,37,45.5,-5.7,19,0,0.00,0.0,0
2024-04-06,56,37,46.5,-5.1,18,0,0.00,0.0,0
2024-04-07,65,40,52.5,0.5,12,0,0.00,0.0,0
2024-04-08,71,36,53.5,1.1,11,0,0.00,0.0,0
2024-04-09,77,44,60.5,7.7,4,0,0.00,0.0,0
2024-04-10,77,57,67.0,13.9,0,2,0.00,0.0,0
2024-04-11,73,61,67.0,13.5,0,2,0.02,0.0,0
2024-04-12,68,56,62.0,8.1,3,0,0.20,0.0,0
2024-04-13,66,48,57.0,2.8,8,0,T,0.0,0
2024-04-14,82,40,61.0,6.4,4,0,0.00,0.0,0
2024-04-15,85,60,72.5,17.5,0,8,T,0.0,0
2024-04-16,77,50,63.5,8.2,1,0,0.00,0.0,0
2024-04-17,70,56,63.0,7.3,2,0,0.03,0.0,0
2024-04-18,69,53,61.0,4.9,4,0,0.00,0.0,0
2024-04-19,55,49,52.0,-4.4,13,0,0.01,0.0,0
2024-04-20,73,52,62.5,5.7,2,0,0.04,0.0,0
2024-04-21,54,42,48.0,-9.1,17,0,0.00,0.0,0
2024-04-22,65,35,50.0,-7.4,15,0,0.00,0.0,0
2024-04-23,72,38,55.0,-2.8,10,0,0.00,0.0,0
2024-04-24,75,51,63.0,4.9,2,0,0.00,0.0,0
2024-04-25,60,45,52.5,-5.9,12,0,T,0.0,0
2024-04-26,65,39,52.0,-6.7,13,0,0.00,0.0,0
2024-04-27,58,51,54.5,-4.6,10,0,0.02,0.0,0
2024-04-28,86,52,69.0,9.6,0,4,0.00,0.0,0
2024-04-29,92,61,76.5,16.8,0,12,0.00,0.0,0
2024-04-30,88,64,76.0,16.0,0,11,0.18,0.0,0
2024-05-01,83,61,72.0,11.7,0,7,0.00,0.0,0
2024-05-02,90,56,73.0,12.4,0,8,0.00,0.0,0
2024-05-03,72,53,62.5,1.7,2,0,T,0.0,0
2024-05-04,54,51,52.5,-8.6,12,0,0.37,0.0,0
2024-05-05,67,52,59.5,-1.9,5,0,0.74,0.0,0
2024-05-06,73,63,68.0,6.3,0,3,T,0.0,0
2024-05-07,79,64,71.5,9.5,0,7,T,0.0,0
2024-05-08,85,64,74.5,12.3,0,10,0.00,0.0,0
2024-05-09,71,58,64.5,2.0,0,0,0.25,0.0,0
2024-05-10,58,50,54.0,-8.8,11,0,0.10,0.0,0
2024-05-11,65,46,55.5,-7.5,9,0,0.23,0.0,0
2024-05-12,66,47,56.5,-6.8,8,0,0.07,0.0,0
2024-05-13,75,53,64.0,0.4,1,0,0.00,0.0,0
2024-05-14,67,54,60.5,-3.3,4,0,0.35,0.0,0
2024-05-15,66,55,60.5,-3.6,4,0,0.05,0.0,0
2024-05-16,77,53,65.0,0.6,0,0,0.00,0.0,0
2024-05-17,67,62,64.5,-0.1,0,0,T,0.0,0
2024-05-18,65,59,62.0,-2.9,3,0,0.20,0.0,0
2024-05-19,76,60,68.0,2.8,0,3,0.01,0.0,0
2024-05-20,78,57,67.5,2.1,0,3,0.00,0.0,0
2024-05-21,83,55,69.0,3.3,0,4,0.00,0.0,0
2024-05-22,87,59,73.0,7.0,0,8,0.00,0.0,0
2024-05-23,84,67,75.5,9.2,0,11,T,0.0,0
2024-05-24,85,65,75.0,8.4,0,10,0.00,0.0,0
2024-05-25,87,64,75.5,8.6,0,11,0.02,0.0,0
2024-05-26,88,64,76.0,8.9,0,11,0.01,0.0,0
2024-05-27,79,64,71.5,4.1,0,7,0.31,0.0,0
2024-05-28,83,62,72.5,4.8,0,8,0.00,0.0,0
2024-05-29,78,56,67.0,-1.0,0,2,0.05,0.0,0
2024-05-30,76,55,65.5,-2.9,0,1,0.00,0.0,0
2024-05-31,77,51,64.0,-4.7,1,0,0.00,0.0,0
2024-06-01,85,54,69.5,0.5,0,5,0.00,0.0,0
2024-06-02,85,58,71.5,2.2,0,7,0.00,0.0,0
2024-06-03,86,68,77.0,7.4,0,12,0.00,0.0,0
2024-06-04,90,62,76.0,6.0,0,11,0.00,0.0,0
2024-06-05,83,71,77.0,6.7,0,12,0.33,0.0,0
2024-06-06,86,71,78.5,7.9,0,14,T,0.0,0
2024-06-07,87,65,76.0,5.1,0,11,T,0.0,0
2024-06-08,85,59,72.0,0.7,0,7,0.00,0.0,0
2024-06-09,84,64,74.0,2.4,0,9,0.00,0.0,0
2024-06-10,83,59,71.0,-0.9,0,6,T,0.0,0
2024-06-11,75,58,66.5,-5.7,0,2,T,0.0,0
2024-06-12,84,54,69.0,-3.6,0,4,0.00,0.0,0
2024-06-13,89,63,76.0,3.1,0,11,0.01,0.0,0
2024-06-14,95,69,82.0,8.8,0,17,0.08,0.0,0
2024-06-15,86,63,74.5,1.0,0,10,0.00,0.0,0
2024-06-16,87,59,73.0,-0.8,0,8,0.00,0.0,0
2024-06-17,91,68,79.5,5.4,0,15,0.00,0.0,0
2024-06-18,92,71,81.5,7.1,0,17,0.00,0.0,0
2024-06-19,90,69,79.5,4.8,0,15,0.00,0.0,0
2024-06-20,91,67,79.0,4.0,0,14,0.00,0.0,0
2024-06-21,97,67,82.0,6.7,0,17,0.00,0.0,0
2024-06-22,101,74,87.5,11.9,0,23,0.00,0.0,0
2024-06-23,98,81,89.5,13.7,0,25,T,0.0,0
2024-06-24,90,71,80.5,4.4,0,16,0.00,0.0,0
2024-06-25,93,62,77.5,1.2,0,13,0.00,0.0,0
2024-06-26,99,72,85.5,9.0,0,21,0.09,0.0,0
2024-06-27,91,70,80.5,3.7,0,16,T,0.0,0
2024-06-28,84,69,76.5,-0.5,0,12,0.00,0.0,0
2024-06-29,92,68,80.0,2.8,0,15,0.09,0.0,0
2024-06-30,97,75,86.0,8.7,0,21,0.80,0.0,0
2024-07-01,82,62,72.0,-5.5,0,7,0.00,0.0,0
2024-07-02,87,62,74.5,-3.2,0,10,0.00,0.0,0
2024-07-03,88,68,78.0,0.2,0,13,0.00,0.0,0
2024-07-04,94,71,82.5,4.6,0,18,T,0.0,0
2024-07-05,98,77,87.5,9.4,0,23,0.00,0.0,0
2024-07-06,100,81,90.5,12.3,0,26,0.00,0.0,0
2024-07-07,97,77,87.0,8.7,0,22,0.00,0.0,0
2024-07-08,98,73,85.5,7.2,0,21,0.00,0.0,0
2024-07-09,99,77,88.0,9.6,0,23,0.13,0.0,0
2024-07-10,95,78,86.5,8.0,0,22,0.07,0.0,0
2024-07-11,93,74,83.5,5.0,0,19,0.00,0.0,0
2024-07-12,82,72,77.0,-1.6,0,12,0.06,0.0,0
2024-07-13,95,74,84.5,5.9,0,20,T,0.0,0
2024-07-14,101,75,88.0,9.4,0,23,0.00,0.0,0
2024-07-15,102,76,89.0,10.4,0,24,T,0.0,0
2024-07-16,104,76,90.0,11.4,0,25,0.16,0.0,0
2024-07-17,100,77,88.5,9.9,0,24,0.02,0.0,0
2024-07-18,87,72,79.5,0.9,0,15,0.00,0.0,0
2024-07-19,88,69,78.5,0.0,0,14,0.00,0.0,0
2024-07-20,88,71,79.5,1.0,0,15,0.06,0.0,0
2024-07-21,91,68,79.5,1.1,0,15,0.00,0.0,0
2024-07-22,82,74,78.0,-0.4,0,13,0.40,0.0,0
2024-07-23,91,71,81.0,2.7,0,16,0.03,0.0,0
2024-07-24,89,75,82.0,3.7,0,17,T,0.0,0
2024-07-25,89,72,80.5,2.3,0,16,T,0.0,0
2024-07-26,88,67,77.5,-0.7,0,13,0.00,0.0,0
2024-07-27,90,63,76.5,-1.6,0,12,0.00,0.0,0
2024-07-28,91,63,77.0,-1.0,0,12,0.00,0.0,0
2024-07-29,94,72,83.0,5.1,0,18,0.47,0.0,0
2024-07-30,86,73,79.5,1.6,0,15,0.01,0.0,0
2024-07-31,95,74,84.5,6.7,0,20,T,0.0,0
2024-08-01,101,71,86.0,8.3,0,21,0.00,0.0,0
2024-08-02,100,75,87.5,9.9,0,23,2.18,0.0,0
2024-08-03,95,73,84.0,6.5,0,19,0.79,0.0,0
2024-08-04,88,73,80.5,3.1,0,16,T,0.0,0
2024-08-05,96,72,84.0,6.6,0,19,0.00,0.0,0
2024-08-06,95,73,84.0,6.7,0,19,0.14,0.0,0
2024-08-07,88,73,80.5,3.3,0,16,0.23,0.0,0
2024-08-08,80,73,76.5,-0.6,0,12,0.79,0.0,0
2024-08-09,82,77,79.5,2.5,0,15,1.03,0.0,0
2024-08-10,90,72,81.0,4.1,0,16,T,0.0,0
2024-08-11,84,65,74.5,-2.3,0,10,0.00,0.0,0
2024-08-12,85,64,74.5,-2.2,0,10,0.00,0.0,0
2024-08-13,86,63,74.5,-2.1,0,10,0.00,0.0,0
2024-08-14,86,64,75.0,-1.5,0,10,0.00,0.0,0
2024-08-15,89,63,76.0,-0.4,0,11,0.00,0.0,0
2024-08-16,89,64,76.5,0.2,0,12,0.00,0.0,0
2024-08-17,82,68,75.0,-1.2,0,10,0.38,0.0,0
2024-08-18,86,69,77.5,1.4,0,13,0.54,0.0,0
2024-08-19,86,69,77.5,1.5,0,13,T,0.0,0
2024-08-20,75,58,66.5,-9.3,0,2,0.00,0.0,0
2024-08-21,76,53,64.5,-11.2,0,0,0.00,0.0,0
2024-08-22,79,53,66.0,-9.6,0,1,0.00,0.0,0
2024-08-23,83,55,69.0,-6.4,0,4,0.00,0.0,0
2024-08-24,85,56,70.5,-4.8,0,6,0.00,0.0,0
2024-08-25,88,61,74.5,-0.6,0,10,0.00,0.0,0
2024-08-26,91,67,79.0,4.0,0,14,0.01,0.0,0
2024-08-27,92,65,78.5,3.7,0,14,0.00,0.0,0
2024-08-28,97,72,84.5,9.9,0,20,T,0.0,0
2024-08-29,89,70,79.5,5.1,0,15,0.12,0.0,0
2024-08-30,75,69,72.0,-2.2,0,7,T,0.0,0
2024-08-31,82,71,76.5,2.5,0,12,0.01,0.0,0
2024-09-01,89,69,79.0,5.2,0,14,0.00,0.0,0
2024-09-02,81,64,72.5,-1.1,0,8,0.00,0.0,0
2024-09-03,77,55,66.0,-7.3,0,1,0.00,0.0,0
2024-09-04,78,52,65.0,-8.1,0,0,0.00,0.0,0
2024-09-05,79,55,67.0,-5.8,0,2,0.00,0.0,0
2024-09-06,80,58,69.0,-3.6,0,4,0.00,0.0,0
2024-09-07,77,53,65.0,-7.3,0,0,0.01,0.0,0
2024-09-08,74,46,60.0,-12.0,5,0,0.00,0.0,0
2024-09-09,80,46,63.0,-8.7,2,0,0.00,0.0,0
2024-09-10,87,53,70.0,-1.4,0,5,0.00,0.0,0
2024-09-11,85,56,70.5,-0.6,0,6,0.00,0.0,0
2024-09-12,82,59,70.5,-0.2,0,6,0.00,0.0,0
2024-09-13,82,62,72.0,1.6,0,7,0.00,0.0,0
2024-09-14,85,59,72.0,1.9,0,7,0.00,0.0,0
2024-09-15,85,58,71.5,1.8,0,7,0.00,0.0,0
2024-09-16,78,62,70.0,0.7,0,5,0.00,0.0,0
2024-09-17,78,69,73.5,4.5,0,9,0.02,0.0,0
2024-09-18,77,68,72.5,3.9,0,8,0.27,0.0,0
2024-09-19,87,64,75.5,7.3,0,11,0.00,0.0,0
2024-09-20,85,61,73.0,5.2,0,8,0.00,0.0,0
2024-09-21,81,67,74.0,6.6,0,9,0.06,0.0,0
2024-09-22,73,64,68.5,1.5,0,4,0.27,0.0,0
2024-09-23,68,61,64.5,-2.1,0,0,0.11,0.0,0
2024-09-24,68,60,64.0,-2.2,1,0,0.07,0.0,0
2024-09-25,70,63,66.5,0.7,0,2,0.19,0.0,0
2024-09-26,78,68,73.0,7.6,0,8,0.45,0.0,0
2024-09-27,73,69,71.0,6.0,0,6,0.29,0.0,0
2024-09-28,81,66,73.5,8.9,0,9,0.13,0.0,0
2024-09-29,67,63,65.0,0.8,0,0,0.03,0.0,0
2024-09-30,66,61,63.5,-0.2,1,0,0.13,0.0,0
2024-10-01,69,60,64.5,1.2,0,0,0.35,0.0,0
2024-10-02,64,58,61.0,-1.9,4,0,0.01,0.0,0
2024-10-03,77,58,67.5,5.0,0,3,0.00,0.0,0
2024-10-04,74,57,65.5,3.4,0,1,T,0.0,0
2024-10-05,76,50,63.0,1.3,2,0,0.00,0.0,0
2024-10-06,76,47,61.5,0.3,3,0,0.00,0.0,0
2024-10-07,74,52,63.0,2.2,2,0,0.00,0.0,0
2024-10-08,68,46,57.0,-3.4,8,0,0.00,0.0,0
2024-10-09,68,43,55.5,-4.5,9,0,0.00,0.0,0
2024-10-10,62,40,51.0,-8.6,14,0,0.00,0.0,0
2024-10-11,67,36,51.5,-7.7,13,0,0.00,0.0,0
2024-10-12,77,49,63.0,4.2,2,0,0.00,0.0,0
2024-10-13,79,48,63.5,5.1,1,0,0.00,0.0,0
2024-10-14,67,42,54.5,-3.5,10,0,0.00,0.0,0
2024-10-15,57,38,47.5,-10.1,17,0,0.00,0.0,0
2024-10-16,55,35,45.0,-12.3,20,0,0.00,0.0,0
2024-10-17,59,32,45.5,-11.4,19,0,0.00,0.0,0
2024-10-18,67,37,52.0,-4.5,13,0,0.00,0.0,0
2024-10-19,69,35,52.0,-4.1,13,0,0.00,0.0,0
2024-10-20,74,34,54.0,-1.8,11,0,0.00,0.0,0
2024-10-21,78,38,58.0,2.6,7,0,0.00,0.0,0
2024-10-22,81,45,63.0,7.9,2,0,0.00,0.0,0
2024-10-23,77,42,59.5,4.8,5,0,0.00,0.0,0
2024-10-24,67,40,53.5,-0.8,11,0,0.00,0.0,0
2024-10-25,66,36,51.0,-3.0,14,0,0.00,0.0,0
2024-10-26,66,41,53.5,-0.1,11,0,0.00,0.0,0
2024-10-27,57,33,45.0,-8.3,20,0,0.00,0.0,0
2024-10-28,60,31,45.5,-7.4,19,0,0.00,0.0,0
2024-10-29,65,34,49.5,-3.1,15,0,0.00,0.0,0
2024-10-30,78,41,59.5,7.2,5,0,0.00,0.0,0
2024-10-31,80,50,65.0,13.1,0,0,0.00,0.0,0
2024-11-01,79,54,66.5,14.9,0,2,T,0.0,0
2024-11-02,64,39,51.5,0.3,13,0,0.00,0.0,0
2024-11-03,59,36,47.5,-3.4,17,0,0.00,0.0,0
2024-11-04,60,33,46.5,-4.1,18,0,0.00,0.0,0
2024-11-05,77,52,64.5,14.2,0,0,0.00,0.0,0
2024-11-06,81,62,71.5,21.6,0,7,0.00,0.0,0
2024-11-07,80,52,66.0,16.4,0,1,0.00,0.0,0
2024-11-08,71,48,59.5,10.2,5,0,0.00,0.0,0
2024-11-09,59,34,46.5,-2.4,18,0,0.00,0.0,0
2024-11-10,60,34,47.0,-1.6,18,0,0.22,0.0,0
2024-11-11,75,55,65.0,16.7,0,0,0.14,0.0,0
2024-11-12,61,41,51.0,3.0,14,0,0.00,0.0,0
2024-11-13,50,32,41.0,-6.6,24,0,0.00,0.0,0
2024-11-14,51,31,41.0,-6.3,24,0,0.07,0.0,0
2024-11-15,56,43,49.5,2.5,15,0,0.04,0.0,0
2024-11-16,63,42,52.5,5.8,12,0,0.00,0.0,0
2024-11-17,60,35,47.5,1.1,17,0,0.00,0.0,0
2024-11-18,71,36,53.5,7.4,11,0,0.00,0.0,0
2024-11-19,69,51,60.0,14.3,5,0,T,0.0,0
2024-11-20,64,48,56.0,10.6,9,0,0.94,0.0,0
2024-11-21,54,36,45.0,-0.1,20,0,0.06,0.0,0
2024-11-22,42,34,38.0,-6.8,27,0,0.10,T,0
2024-11-23,55,39,47.0,2.5,18,0,0.02,0.0,0
2024-11-24,58,43,50.5,6.3,14,0,0.00,0.0,0
2024-11-25,60,35,47.5,3.6,17,0,0.00,0.0,0
2024-11-26,64,37,50.5,6.9,14,0,0.25,0.0,0
2024-11-27,57,34,45.5,2.2,19,0,T,0.0,0
2024-11-28,54,38,46.0,3.0,19,0,0.61,0.0,0
2024-11-29,45,31,38.0,-4.7,27,0,T,T,0
2024-11-30,38,23,30.5,-11.9,34,0,0.00,0.0,0
2024-12-01,44,21,32.5,-9.7,32,0,0.00,0.0,0
2024-12-02,42,24,33.0,-8.9,32,0,0.00,0.0,0
2024-12-03,43,26,34.5,-7.1,30,0,0.00,0.0,0
2024-12-04,46,23,34.5,-6.8,30,0,T,T,0
2024-12-05,45,28,36.5,-4.6,28,0,T,T,0
2024-12-06,39,26,32.5,-8.3,32,0,T,T,0
2024-12-07,42,26,34.0,-6.5,31,0,0.00,0.0,0
2024-12-08,64,35,49.5,9.2,15,0,0.00,0.0,0
2024-12-09,57,32,44.5,4.5,20,0,0.03,0.0,0
2024-12-10,48,42,45.0,5.2,20,0,0.04,0.0,0
2024-12-11,64,37,50.5,11.0,14,0,0.88,0.0,0
2024-12-12,46,28,37.0,-2.3,28,0,0.00,0.0,0
2024-12-13,37,24,30.5,-8.6,34,0,0.00,0.0,0
2024-12-14,37,28,32.5,-6.3,32,0,0.00,0.0,0
2024-12-15,40,29,34.5,-4.1,30,0,0.23,0.0,0
2024-12-16,49,38,43.5,5.1,21,0,0.38,0.0,0
2024-12-17,64,37,50.5,12.3,14,0,0.00,0.0,0
2024-12-18,55,32,43.5,5.6,21,0,0.14,0.0,0
2024-12-19,49,35,42.0,4.3,23,0,0.00,0.0,0
2024-12-20,38,32,35.0,-2.5,30,0,0.09,T,0
2024-12-21,38,26,32.0,-5.3,33,0,0.00,0.0,0
2024-12-22,33,16,24.5,-12.6,40,0,0.00,0.0,0
2024-12-23,32,17,24.5,-12.4,40,0,0.00,0.0,0
2024-12-24,44,20,32.0,-4.8,33,0,0.02,T,0
2024-12-25,45,32,38.5,1.9,26,0,0.00,0.0,0
2024-12-26,38,30,34.0,-2.4,31,0,0.00,0.0,0
2024-12-27,45,31,38.0,1.8,27,0,T,0.0,0
2024-12-28,49,39,44.0,7.9,21,0,0.63,0.0,0
2024-12-29,65,47,56.0,20.1,9,0,0.18,0.0,0
2024-12-30,62,40,51.0,15.3,14,0,0.00,0.0,0
2024-12-31,59,32,45.5,9.9,19,0,0.22,0.0,0
2025-01-01,51,39,45.0,9.6,20,0,T,0.0,0
2025-01-02,41,29,35.0,-0.3,30,0,0.00,0.0,0
2025-01-03,42,26,34.0,-1.2,31,0,0.03,T,0
2025-01-04,33,22,27.5,-7.5,37,0,0.00,0.0,0
2025-01-05,33,19,26.0,-8.9,39,0,0.00,0.0,0
2025-01-06,31,25,28.0,-6.8,37,0,0.73,6.6,M
2025-01-07,34,20,27.0,-7.7,38,0,0.00,0.0,4
2025-01-08,31,22,26.5,-8.1,38,0,0.00,0.0,2
2025-01-09,31,20,25.5,-9.0,39,0,0.00,0.0,1
2025-01-10,34,19,26.5,-7.9,38,0,0.01,T,1
2025-01-11,35,26,30.5,-3.8,34,0,0.08,1.3,3
2025-01-12,42,22,32.0,-2.2,33,0,0.00,0.0,2
2025-01-13,46,24,35.0,0.9,30,0,0.00,0.0,M
2025-01-14,34,24,29.0,-5.1,36,0,0.00,0.0,M
2025-01-15,31,19,25.0,-9.0,40,0,0.00,0.0,M
2025-01-16,33,12,22.5,-11.5,42,0,T,T,0
2025-01-17,44,22,33.0,-0.9,32,0,0.00,0.0,0
2025-01-18,44,31,37.5,3.6,27,0,0.01,0.0,0
2025-01-19,40,26,33.0,-0.9,32,0,0.23,1.0,M
2025-01-20,28,13,20.5,-13.4,44,0,T,T,1
2025-01-21,20,11,15.5,-18.4,49,0,0.00,0.0,1
2025-01-22,22,10,16.0,-17.9,49,0,0.00,0.0,1
2025-01-23,30,6,18.0,-15.9,47,0,0.00,0.0,T
2025-01-24,38,14,26.0,-7.9,39,0,0.00,0.0,T
2025-01-25,38,13,25.5,-8.4,39,0,0.00,0.0,0
2025-01-26,48,23,35.5,1.5,29,0,0.00,0.0,0
2025-01-27,49,20,34.5,0.5,30,0,0.00,0.0,0
2025-01-28,50,28,39.0,4.9,26,0,0.00,0.0,0
2025-01-29,58,38,48.0,13.8,17,0,0.00,0.0,0
2025-01-30,47,27,37.0,2.8,28,0,0.00,0.0,0
2025-01-31,53,39,46.0,11.7,19,0,0.48,0.0,0
2025-02-01,52,28,40.0,5.6,25,0,T,0.0,0
2025-02-02,35,22,28.5,-6.0,36,0,0.00,0.0,0
2025-02-03,50,25,37.5,2.9,27,0,0.00,0.0,0
2025-02-04,61,35,48.0,13.3,17,0,0.00,0.0,0
2025-02-05,39,33,36.0,1.1,29,0,0.04,0.0,0
2025-02-06,43,32,37.5,2.5,27,0,0.38,T,0
2025-02-07,50,31,40.5,5.4,24,0,0.00,0.0,0
2025-02-08,35,28,31.5,-3.8,33,0,0.05,T,0
2025-02-09,45,32,38.5,3.0,26,0,0.02,0.0,0
