Date,Close,Volume,Open,High,Low
12/29/2020,35.40,1605224,34.72,36.02,34.72
12/28/2020,33.92,2776023,33.00,34.28,32.88
12/24/2020,36.88,641547,37.48,37.88,36.88
12/23/2020,37.52,1581005,38.64,38.88,37.00
12/22/2020,39.60,1048768,39.80,40.20,39.32
12/21/2020,38.96,652302,38.80,39.0396,38.40
12/18/2020,39.00,789115,38.96,39.24,38.36
12/17/2020,38.48,1009440,38.92,39.16,37.72
12/16/2020,38.80,870661,38.20,38.96,38.12
12/15/2020,38.56,1237877,38.20,39.08,37.96
12/14/2020,38.48,1371812,38.68,39.10,37.8016
12/11/2020,37.52,1126851,37.20,38.0656,37.16
12/10/2020,37.24,2107815,35.80,37.52,35.622
12/09/2020,35.16,1502500,36.20,36.28,35.04
12/08/2020,35.36,1690339,35.24,35.60,34.3164
12/07/2020,35.12,2462709,34.80,35.276,34.48
12/04/2020,37.12,1620548,36.66,37.98,36.64
12/03/2020,36.36,4663905,37.42,37.44,36.00
12/02/2020,39.84,1596801,41.68,41.7956,39.72
12/01/2020,41.72,1176873,41.96,42.08,41.04
11/30/2020,42.40,1057230,43.12,43.36,41.64
11/27/2020,41.08,612940,41.80,41.88,40.96
11/25/2020,42.76,1055572,42.00,43.4748,41.52
11/24/2020,41.88,936390,41.84,42.10,41.50
11/23/2020,40.84,1080523,40.56,41.12,40.36
11/20/2020,40.20,630659,40.16,40.42,39.8456
11/19/2020,39.60,2381244,38.72,40.12,38.48
11/18/2020,41.12,835836,41.64,42.00,40.88
11/17/2020,41.20,1257856,41.40,41.52,40.7136
11/16/2020,41.24,2326868,42.64,42.68,41.20
11/13/2020,45.28,723418,46.32,46.50,45.02
11/12/2020,44.88,727632,45.52,46.20,44.7248
11/11/2020,46.08,1071416,45.28,46.28,44.28
11/10/2020,44.84,1052458,43.80,45.64,43.72
11/09/2020,43.28,1137879,43.60,43.92,43.00
11/06/2020,43.92,1150199,44.52,44.52,43.4724
11/05/2020,44.52,1386787,46.48,47.20,44.3996
11/04/2020,46.32,902383,45.92,46.72,45.56
11/03/2020,46.44,1691437,47.08,47.12,46.12
11/02/2020,49.00,1025793,49.08,49.56,48.7108
10/30/2020,50.96,655526,49.36,51.02,49.36
10/29/2020,50.20,940917,48.16,50.68,47.76
10/28/2020,49.84,656765,49.80,50.34,49.60
10/27/2020,50.12,574481,48.36,50.56,48.32
10/26/2020,49.20,686490,49.60,49.92,48.64
10/23/2020,48.40,524815,48.72,49.00,48.30
10/22/2020,49.56,558993,50.20,50.50,49.36
10/21/2020,50.56,496525,50.72,50.96,50.44
10/20/2020,49.52,604186,50.32,50.56,49.24
10/19/2020,49.96,747520,49.28,50.20,49.12
10/16/2020,49.12,906343,50.00,50.52,48.64
10/15/2020,49.56,977408,49.56,50.28,49.10
10/14/2020,47.16,2062935,47.64,48.56,46.92
10/13/2020,50.48,990408,50.52,51.76,50.20
10/12/2020,51.04,1215919,52.36,52.60,50.7676
10/09/2020,49.52,1142203,49.92,50.68,48.96
10/08/2020,47.44,1326100,46.00,47.6012,45.56
10/07/2020,46.80,1351432,47.80,48.04,45.64
10/06/2020,45.36,1198825,46.40,47.40,45.00
10/05/2020,47.48,1571350,47.60,48.96,46.92
10/02/2020,44.28,823578,44.32,45.84,43.72
10/01/2020,44.92,839641,45.52,45.66,43.9092
09/30/2020,45.64,814307,45.60,46.30,44.60
09/29/2020,45.16,2140485,47.00,47.32,45.04
09/28/2020,49.92,1068803,48.92,50.52,48.64
09/25/2020,50.56,587667,51.12,51.60,50.18
09/24/2020,51.52,994362,51.04,52.60,49.88
09/23/2020,50.36,1483963,48.76,51.04,48.5604
09/22/2020,46.68,1026908,47.20,47.32,46.04
09/21/2020,48.72,2410208,47.08,49.1136,46.52
09/18/2020,47.44,1126331,46.48,47.68,46.12
09/17/2020,45.96,2536683,47.08,47.08,45.12
09/16/2020,48.56,1230715,50.00,50.0356,48.24
09/15/2020,50.28,748987,49.92,50.92,49.92
09/14/2020,49.60,1069201,50.56,51.00,49.06
09/11/2020,48.32,906743,49.32,49.44,48.24
09/10/2020,49.60,896513,50.76,51.34,49.52
09/09/2020,51.16,1618846,52.04,52.16,50.00
09/08/2020,51.12,1698403,54.44,54.84,51.04
09/04/2020,55.52,1477822,53.00,55.96,52.26
09/03/2020,53.36,1090127,54.76,55.16,52.792
09/02/2020,53.84,1670324,53.32,55.40,52.92
09/01/2020,54.00,1557425,55.24,56.1652,53.832
08/31/2020,56.56,1597834,54.40,57.00,53.68
08/28/2020,57.28,869374,57.52,57.96,56.34
08/27/2020,57.92,1814982,56.36,58.32,56.28
08/26/2020,54.32,956000,55.88,56.36,54.1504
08/25/2020,55.48,798262,55.76,56.24,55.18
08/24/2020,56.12,1137445,56.28,57.08,55.646
08/21/2020,55.04,1663980,52.28,55.60,52.08
08/20/2020,53.72,936688,54.68,55.08,53.64
08/19/2020,55.20,1093965,54.80,55.3656,54.3604
08/18/2020,54.84,1109687,55.24,55.88,54.48
08/17/2020,53.24,1101309,53.64,54.04,52.36
08/14/2020,53.28,1586331,51.80,54.0568,51.52
08/13/2020,50.00,1079238,49.12,50.0404,48.8024
08/12/2020,48.92,1354036,47.92,49.32,47.52
08/11/2020,48.88,1067205,49.92,50.16,48.82
08/10/2020,49.24,1234577,50.16,50.28,48.28
08/07/2020,51.24,1759073,50.68,51.3584,49.56
08/06/2020,48.92,1884168,51.88,52.04,48.68
08/05/2020,50.36,1861800,50.36,51.36,49.28
08/04/2020,49.76,2313107,47.96,50.12,47.44
08/03/2020,48.00,4213558,45.36,49.12,45.10
07/31/2020,41.04,825774,41.72,41.946,40.6104
07/30/2020,41.68,923960,43.12,43.316,41.44
07/29/2020,43.44,1481279,42.72,44.16,42.48
07/28/2020,42.40,1096783,42.44,42.56,41.28
07/27/2020,40.64,1345362,41.96,42.22,40.30
07/24/2020,42.44,1040213,41.36,42.64,41.30
07/23/2020,41.76,1864146,39.72,42.20,39.12
07/22/2020,39.36,838068,38.32,39.60,38.12
07/21/2020,38.84,837571,39.08,39.1812,38.58
07/20/2020,38.44,2177228,38.92,38.92,37.56
07/17/2020,40.04,1148954,40.60,40.88,39.92
07/16/2020,40.40,1542885,41.48,42.28,39.964
07/15/2020,41.76,948343,41.24,41.84,40.48
07/14/2020,40.96,965219,40.40,41.4548,40.24
07/13/2020,40.48,1383762,42.24,42.52,40.44
07/10/2020,42.40,1379941,42.40,42.96,42.08
07/09/2020,41.56,1804832,43.84,44.032,41.52
07/08/2020,42.92,1151410,43.44,43.52,42.54
07/07/2020,43.80,1836701,44.40,45.08,43.7204
07/06/2020,42.84,1961295,42.32,43.00,41.52
07/02/2020,40.32,1529840,39.52,40.72,39.50
07/01/2020,39.56,1607509,39.76,39.9996,38.96
06/30/2020,41.04,1216838,41.28,41.52,40.12
06/29/2020,39.76,3292093,39.16,41.06,39.00
06/26/2020,36.20,1411380,35.88,36.72,35.84
06/25/2020,35.96,3964843,37.80,37.96,35.56
06/24/2020,38.88,1251279,39.40,40.128,38.74
06/23/2020,39.60,1225938,40.12,40.24,39.40
06/22/2020,40.56,1218015,41.12,41.88,40.31
06/19/2020,41.00,882208,40.76,41.40,40.68
06/18/2020,40.52,937809,40.12,40.96,39.88
06/17/2020,40.48,955191,40.16,40.6796,39.84
06/16/2020,40.00,1651913,40.08,40.404,39.56
06/15/2020,41.48,1796916,42.40,42.40,41.08
06/12/2020,43.00,1375455,44.32,44.56,42.64
06/11/2020,44.76,1384568,44.76,45.2244,43.90
06/10/2020,44.20,1863492,43.96,44.60,43.74
06/09/2020,43.60,1247424,43.84,44.16,43.36
06/08/2020,44.60,1209832,43.96,44.60,43.74
06/05/2020,44.48,1545193,45.60,45.68,43.92
06/04/2020,45.04,1045118,44.96,45.68,44.3204
06/03/2020,44.64,1480414,45.64,45.84,44.12
06/02/2020,43.80,834189,44.16,44.44,43.60
06/01/2020,43.96,1507833,43.72,45.00,43.58
05/29/2020,45.28,1750608,44.68,45.88,43.52
05/28/2020,45.08,1196089,46.08,46.32,44.9228
05/27/2020,46.40,1065752,47.12,47.74,46.12
05/26/2020,47.76,818204,47.68,48.0992,46.80
05/22/2020,46.56,766489,45.52,46.96,45.52
05/21/2020,46.16,905250,46.08,46.32,45.2488
05/20/2020,47.16,1485289,49.44,49.66,46.56
05/19/2020,49.00,1430641,49.76,49.84,48.66
05/18/2020,48.40,1537836,47.76,49.9204,47.60
05/15/2020,45.16,1281118,47.08,47.24,44.82
05/14/2020,45.76,1353777,45.16,47.16,45.0324
05/13/2020,45.32,2150381,46.96,47.2748,44.16
05/12/2020,47.20,2251169,49.44,49.84,47.20
05/11/2020,51.16,1300506,51.88,52.28,49.92
05/08/2020,50.56,1516704,51.04,51.88,50.16
05/07/2020,52.64,1610231,54.24,54.84,52.20
05/06/2020,53.96,1584302,55.72,55.72,53.40
05/05/2020,57.96,1734208,58.32,59.784,57.68
05/04/2020,55.12,1196866,54.84,55.40,53.72
05/01/2020,52.04,995817,53.72,54.306,51.8004
04/30/2020,53.64,1013678,52.16,54.024,51.52
04/29/2020,52.00,1248185,52.88,53.28,51.48
04/28/2020,53.84,988838,54.96,55.0664,53.40
04/27/2020,53.04,1977575,49.12,53.28,48.86
04/24/2020,51.92,1427373,54.32,54.3952,51.80
04/23/2020,53.88,931606,55.36,56.60,53.4564
04/22/2020,56.64,1421320,54.84,57.44,54.58
04/21/2020,54.64,1647675,56.80,57.76,53.56
04/20/2020,57.04,1903086,53.60,57.68,53.20
04/17/2020,52.80,989807,53.48,54.20,52.06
04/16/2020,51.08,1479242,47.80,51.84,47.08
04/15/2020,48.16,829493,49.64,49.7464,48.04
04/14/2020,49.80,1061864,51.08,51.52,49.68
04/13/2020,52.44,902194,54.00,54.44,51.50
04/09/2020,52.52,847049,53.84,54.46,52.22
04/08/2020,54.20,887152,56.68,57.16,53.72
04/07/2020,57.24,947242,54.92,57.28,54.56
04/06/2020,52.96,923453,50.92,53.038,50.80
04/03/2020,49.88,963891,46.92,50.16,46.88
04/02/2020,47.00,968190,47.12,47.76,46.1336
04/01/2020,48.04,917192,49.04,49.18,47.88
03/31/2020,50.20,701834,51.76,51.76,49.60
03/30/2020,51.28,487309,49.88,51.64,49.84
03/27/2020,50.68,469148,50.68,51.32,50.24
03/26/2020,51.20,602355,51.64,52.60,50.72
03/25/2020,52.16,434453,52.44,52.9192,51.48
03/24/2020,52.84,549731,52.52,53.08,51.72
03/23/2020,50.60,603784,50.36,51.60,49.88
03/20/2020,50.12,707881,52.80,52.94,49.94
03/19/2020,52.28,565335,50.68,52.48,50.40
03/18/2020,50.96,1278400,51.12,51.64,48.32
03/17/2020,53.48,505021,56.24,56.24,53.16
03/16/2020,55.68,488993,56.12,57.12,55.60
03/13/2020,59.00,1103198,59.68,60.08,57.40
03/12/2020,56.80,1827873,55.72,58.24,55.32
03/11/2020,58.16,1875618,61.08,61.92,57.68
03/10/2020,59.88,2782593,57.24,60.56,57.12
03/09/2020,56.40,1856287,53.68,56.44,51.98
03/06/2020,53.28,885859,54.24,54.42,52.86
03/05/2020,54.60,778992,56.32,56.4404,54.56
03/04/2020,56.76,557241,56.80,57.12,55.7936
03/03/2020,55.72,1086744,55.76,56.96,55.20
03/02/2020,54.32,1047831,54.04,54.64,53.48
02/28/2020,52.40,932785,52.88,53.48,51.92
02/27/2020,53.88,1685883,54.16,54.52,53.26
02/26/2020,56.36,838228,58.12,58.40,56.36
02/25/2020,57.12,1108402,57.92,58.08,56.96
02/24/2020,57.44,919530,57.88,58.04,57.00
02/21/2020,59.20,928585,58.84,59.74,58.80
02/20/2020,59.64,1539717,60.24,62.6644,59.44
02/19/2020,61.12,607289,60.76,61.48,60.40
02/18/2020,60.40,1443865,60.52,61.08,59.92
02/14/2020,57.36,499733,57.56,57.78,57.16
02/13/2020,57.28,595512,58.04,58.28,57.08
02/12/2020,57.68,783663,57.36,58.00,56.96
02/11/2020,56.12,849694,55.64,56.28,55.1728
02/10/2020,55.36,1511898,55.80,56.1804,55.00
